bookingid,customerid,first_name,last_name,device_used,booking_channel,bookingid_norm
711903,381892.0,Jamie,Dubois,iPhone,Travel Agency,711903
711903,255685.0,Carlos,Rossi,Tablet,Call Center,711903
711908 ,532606.0,Fatima,Martinez,Desktop, Mobile App,711908
711908,,Yuki,Dubois,Android,TRAVEL AGENCY,711908
711908,287326.0,Lina,Dubois,Tablet,Condor Website,711908
711910,,Yuki,Tanaka,IPHONE,Mobile App,711910
711910,,Carlos,Garcia,Desktop, Condor App,711910
711912,714273.0,Ali,Müller,Tablet,Condor Website,711912
711912,,Fatima,Nguyen,Desktop, Condor Website,711912
711913,,Lina,Tanaka,Tablet, Condor App,711913
711913,482235.0,Maya,Müller,Tablet,call center,711913
711920,405055.0,Yuki,Schmidt,iPhone,Condor Website,711920
711920,855368.0,Stefan,Rossi,Tablet,Condor App,711920
711924,348667.0,Omar,Garcia,Desktop,Call Center,711924
711924,569232.0,Jamie,Smith,Android ,Mobile App,711924
711924,919562.0,Omar,Khan,iPhone,Condor App,711924
711926,,Jamie,Martinez,desktop,Mobile App,711926
711926,879778.0,Carlos,Nguyen,TABLET,Call Center,711926
711926,518310.0,Maya,Rossi,Android,MOBILE APP,711926
711928,996504.0,Alex,Rossi,Android,Condor Website,711928
711928,,Carlos,Tanaka,Android,Call Center,711928
711930,500910.0,Lina,Nguyen,IPHONE,Call Center,711930
711930,622906.0,Omar,Schmidt,Tablet,Condor App,711930
711930,643589.0,Omar,Nguyen,iPhone,Call Center,711930
711933,,Omar,Smith,Android,CONDOR APP,711933
711933,316563.0,Carlos,Khan,iPhone,Call Center,711933
711933,,Fatima,Khan,Android,Mobile App,711933
711935,316756.0,Carlos,Garcia,Tablet ,TRAVEL AGENCY,711935
711935,537475.0,Ali,Tanaka,iPhone ,Condor App,711935
711938@,,Lina,Martinez,Tablet,Call Center,711938
711938,676057.0,Carlos,Khan,TABLET, Mobile App,711938
711945,579194.0,Yuki,Dubois, Tablet,Condor Website,711945
711945,163792.0,Jamie,Garcia,iPhone,Condor App,711945
711948,,Alex,Nguyen,Android,Mobile App,711948
711948,,Alex,Nguyen,iPhone,Condor Website,711948
711951,498282.0,Omar,Martinez,IPHONE,Mobile App,711951
711951,615061.0,Carlos,Dubois,Tablet,CONDOR APP,711951
711954,237184.0,Alex,Tanaka, iPhone,Condor App,711954
711954,,Stefan,Müller,Tablet,Condor Website,711954
711960,,Carlos,Khan,Tablet,Condor App,711960
711960,,Lina,Tanaka,iPhone,Call Center,711960
711961,,Omar,Dubois,Tablet,Condor Website,711961
711961,,Maya,Nguyen,Desktop, Condor App,711961
711963,,Lina,Schmidt,Android,Travel Agency,711963
711963,480824.0,Omar,Tanaka,Tablet,Mobile App,711963
711965,949718.0,Alex,Nguyen,Tablet,Condor Website,711965
711965,224697.0,Omar,Khan, Desktop,Condor App,711965
711970,784911.0,Maya,Rossi,tablet,Mobile App,711970
711970,288305.0,Maya,Martinez,IPHONE,Condor App,711970
711971,134251.0,Jamie,Müller,Android,Call Center,711971
711971,,Carlos,Schmidt, Android,mobile app,711971
711971,,Ali,Tanaka,Desktop,Travel Agency,711971
711978,,Fatima,Khan,iPhone,Condor Website,711978
711978,,Fatima,Rossi,iPhone, Condor App,711978
711981,260956.0,Jamie,Schmidt,Tablet,Travel Agency,711981
711981,,Alex,Khan,iPhone,Travel Agency ,711981
711981,,Yuki,Martinez,desktop,Call Center,711981
711982,661132.0,Ali,Smith,Desktop , Mobile App,711982
711982,404644.0,Alex,Nguyen,Android,Condor Website,711982
711984,420376.0,Maya,Schmidt,Desktop,MOBILE APP,711984
711984,,Stefan,Khan, iPhone,CALL CENTER,711984
711985,607735.0,Yuki,Rossi,iPhone,Mobile App,711985
711985,,Maya,Schmidt,Desktop,Condor Website,711985
711988,615568.0,Omar,Schmidt,iPhone,Condor App,711988
711988,323291.0,Ali,Tanaka,Tablet,condor app,711988
711989,190169.0,Ali,Khan,Tablet, Mobile App,711989
711989,267400.0,Carlos,Smith,iPhone,Condor Website,711989
711990,,Carlos,Garcia,Tablet, Travel Agency,711990
711990,,Carlos,Tanaka,tablet,Condor Website,711990
711992,,Lina,Schmidt,Android,Travel Agency,711992
711992,202391.0,Omar,Smith,iPhone,Call Center,711992
711992,314486.0,Stefan,Schmidt,Android,Condor App,711992
711998,961391.0,Ali,Tanaka,iPhone ,Condor App ,711998
711998,824281.0,Jamie,Rossi,Android,Call Center,711998
712003,651476.0,Stefan,Dubois,Tablet ,Condor App,712003
712003,673728.0,Fatima,Schmidt,iphone,Travel Agency,712003
712004,151102.0,Omar,Martinez,Desktop,Travel Agency,712004
712004,761177.0,Ali,Garcia,ANDROID,Call Center,712004
712005,,Omar,Müller,Desktop,Condor App,712005
712005,,Stefan,Khan,Android,Condor App,712005
712005,973933.0,Carlos,Rossi,iPhone,Call Center,712005
712007,,Alex,Garcia,ANDROID, Condor Website,712007
712007,,Alex,Dubois,IPHONE,Travel Agency,712007
712007,116550.0,Ali,Tanaka,Desktop,Condor Website,712007
712008,848423.0,Alex,Khan,TABLET,Condor App ,712008
712008@,875862.0,Stefan,Nguyen,Android,Call Center,712008
712009,674840.0,Yuki,Khan,iPhone,Call Center,712009
712009,764839.0,Omar,Smith,Android, Call Center,712009
712010,,Omar,Schmidt,ANDROID,Travel Agency,712010
712010,485742.0,Alex,Garcia,TABLET, Travel Agency,712010
712011,,Yuki,Smith,Desktop,condor app,712011
712011,,Maya,Schmidt,Tablet,Condor Website,712011
712013@,701064.0,Omar,Müller,iPhone,Call Center ,712013
712013,810156.0,Ali,Smith,Tablet, Condor Website,712013
712013 ,492678.0,Fatima,Tanaka,Android,Condor App,712013
712014,920899.0,Carlos,Rossi,iPhone,Call Center,712014
712014,619218.0,Ali,Rossi,iPhone,Call Center ,712014
712017,601268.0,Omar,Schmidt,Tablet, Mobile App,712017
712017,767404.0,Maya,Schmidt,Android,Travel Agency,712017
712019,,Maya,Dubois,Tablet,Mobile App,712019
712019@,783211.0,Carlos,Garcia,Tablet,Condor Website,712019
712020,286605.0,Fatima,Dubois,Desktop,Condor Website,712020
712020,716436.0,Yuki,Garcia,Tablet,Travel Agency,712020
712022,,Ali,Smith,Android,Condor Website,712022
712022,403952.0,Fatima,Schmidt,iPhone,condor website,712022
712022,993352.0,Alex,Khan,iPhone ,CONDOR WEBSITE,712022
712029,442993.0,Fatima,Dubois,Android, Condor Website,712029
712029,,Carlos,Müller,Android,CONDOR WEBSITE,712029
712030,,Omar,Müller,Tablet,Condor App,712030
712030,165111.0,Yuki,Rossi,Tablet,Condor App,712030
712030,,Stefan,Tanaka, Tablet,Call Center,712030
712032!,803008.0,Omar,Müller,Tablet ,Travel Agency,712032
712032,,Stefan,Müller,Desktop,Condor Website,712032
712036,,Lina,Rossi,Android ,Condor Website,712036
712036,315961.0,Omar,Tanaka,Android,Travel Agency,712036
712038,871937.0,Fatima,Dubois,iPhone,Condor App ,712038
712038,803009.0,Carlos,Smith, iPhone,condor app,712038
712039,440344.0,Yuki,Schmidt,Tablet,Call Center,712039
712039,983231.0,Alex,Garcia,Desktop,Condor App,712039
712045,772534.0,Yuki,Khan,Android,Travel Agency,712045
712045,905261.0,Alex,Garcia,Android,Travel Agency,712045
712045,,Ali,Tanaka,Android,Call Center ,712045
712048,839372.0,Lina,Rossi,android,Mobile App,712048
712048,,Maya,Khan,iPhone,Call Center,712048
712049,,Maya,Garcia,iPhone,Travel Agency,712049
712049,,Ali,Müller,Tablet,condor website,712049
712049,726531.0,Yuki,Tanaka,Tablet,Call Center ,712049
712051,475427.0,Alex,Müller,Android,Condor Website ,712051
712051,,Lina,Smith,Android,CALL CENTER,712051
712055,396203.0,Omar,Smith,Desktop,Travel Agency,712055
712055,385143.0,Maya,Nguyen,iPhone,Call Center,712055
712055,,Lina,Smith,Desktop,Mobile App,712055
712062,,Jamie,Müller,Tablet ,Condor Website,712062
712062,,Omar,Schmidt,Desktop,Condor App,712062
712062,,Ali,Khan,Android,Condor App,712062
712065!,,Carlos,Schmidt,TABLET,Travel Agency,712065
712065,878750.0,Ali,Martinez,Android,condor app,712065
712068,198333.0,Carlos,Dubois,Android,Travel Agency,712068
712068,,Fatima,Nguyen,Android,Condor App,712068
712069,,Ali,Smith,iPhone,Condor Website ,712069
712069,,Yuki,Smith,Android, Mobile App,712069
712070,755961.0,Jamie,Nguyen,Desktop,Call Center,712070
712070,671163.0,Yuki,Smith,Tablet,Mobile App,712070
712071,216196.0,Jamie,Schmidt,iPhone ,Condor App,712071
712071,,Stefan,Martinez,Android,TRAVEL AGENCY,712071
712071,,Ali,Khan,iPhone,Condor Website,712071
712072,433563.0,Stefan,Garcia,Desktop,Condor Website,712072
712072,887675.0,Maya,Müller,android,Mobile App,712072
712074,591623.0,Lina,Müller,Desktop,Mobile App,712074
712074,,Alex,Dubois,Tablet,Condor Website,712074
712079,940792.0,Fatima,Rossi,Tablet ,Mobile App,712079
712079,,Ali,Nguyen,Tablet,Call Center,712079
712080!,,Alex,Nguyen,Android,Travel Agency,712080
712080,349112.0,Jamie,Khan,Android,Condor App,712080
712080,347835.0,Stefan,Nguyen,Android,Condor App ,712080
712081,432910.0,Yuki,Rossi,iPhone ,Condor App,712081
712081,314354.0,Alex,Smith,Desktop ,Condor App,712081
712081,625495.0,Omar,Khan,Android,condor app,712081
712082,118021.0,Ali,Smith,Tablet,Mobile App,712082
712082,134379.0,Lina,Khan,Desktop,Condor Website,712082
712082,998581.0,Yuki,Garcia,Android,Condor Website,712082
712083,933510.0,Carlos,Nguyen, iPhone,Travel Agency,712083
712083,795630.0,Ali,Garcia,iPhone,Condor App,712083
712094,457824.0,Omar,Martinez,DESKTOP,condor app,712094
712094,,Ali,Tanaka,Tablet,Condor App ,712094
712099,,Omar,Smith,Tablet,Condor App,712099
712099!,,Omar,Schmidt,Desktop,CONDOR WEBSITE,712099
712105@,662599.0,Jamie,Martinez,TABLET,Travel Agency,712105
712105,,Carlos,Nguyen,Android,Call Center,712105
712109@,263698.0,Fatima,Schmidt,iPhone,Mobile App,712109
712109,,Lina,Nguyen,Desktop,condor website,712109
712112 ,436665.0,Omar,Tanaka,Android, Travel Agency,712112
712112,711842.0,Lina,Khan,iPhone,Travel Agency,712112
712115 ,,Carlos,Garcia,iphone,Condor Website,712115
712115,,Omar,Dubois,IPHONE,travel agency,712115
712116,746451.0,Yuki,Garcia,Android,Condor App,712116
712116,670865.0,Jamie,Dubois,Android,Condor Website,712116
712118,839065.0,Yuki,Khan,android,Condor App,712118
712118,,Stefan,Schmidt,Desktop ,Call Center,712118
712122,,Carlos,Tanaka,iphone,Call Center,712122
712122@,156947.0,Yuki,Nguyen,iPhone,Condor Website,712122
712125,,Maya,Smith,Desktop,condor app,712125
712125,,Yuki,Müller,Tablet,CONDOR APP,712125
712125,752673.0,Omar,Tanaka,Android,Call Center,712125
712127,633023.0,Fatima,Nguyen,Android,mobile app,712127
712127 ,,Stefan,Khan,Android,Mobile App,712127
712130,,Yuki,Smith,Tablet, Condor Website,712130
712130,,Fatima,Schmidt,Android,Call Center,712130
712130,388968.0,Lina,Smith,iPhone,Travel Agency,712130
712131,674076.0,Omar,Smith,Android,Condor Website,712131
712131,563317.0,Alex,Müller,Android,Call Center,712131
712131,,Carlos,Martinez,Android ,Call Center,712131
712132,572883.0,Omar,Schmidt,Tablet,Mobile App,712132
712132,487722.0,Alex,Müller,Android,Condor Website,712132
712133,,Jamie,Dubois,Desktop,Travel Agency,712133
712133,150725.0,Ali,Rossi,Tablet,Condor Website,712133
712134@,453420.0,Ali,Schmidt,tablet,Condor Website,712134
712134!,542215.0,Ali,Smith,Tablet,Mobile App,712134
712134,,Maya,Dubois,Tablet,Condor Website,712134
712137,870721.0,Fatima,Martinez,Tablet,Condor Website,712137
712137,561646.0,Maya,Rossi,Android,Travel Agency,712137
712138,921582.0,Stefan,Rossi,Desktop ,Condor Website,712138
712138,947736.0,Fatima,Müller,android,Condor App ,712138
712139!,773601.0,Jamie,Khan,desktop,CONDOR WEBSITE,712139
712139,809310.0,Maya,Dubois,iPhone,Call Center,712139
712139,995048.0,Omar,Rossi,Tablet,Condor Website,712139
712141!,,Alex,Dubois, iPhone,Mobile App ,712141
712141,805828.0,Carlos,Müller,Desktop,Call Center,712141
712146,751570.0,Omar,Rossi,iPhone,Travel Agency,712146
712146,563510.0,Jamie,Rossi,iPhone,Mobile App,712146
712148,720159.0,Carlos,Dubois,iPhone,Call Center,712148
712148,544251.0,Ali,Tanaka,Desktop,Travel Agency,712148
712150,254303.0,Fatima,Rossi,iPhone,Travel Agency,712150
712150!,,Stefan,Garcia,iPhone, Call Center,712150
712151,976797.0,Fatima,Dubois,IPHONE, Condor Website,712151
712151,,Jamie,Schmidt,Desktop,Mobile App,712151
712151,974000.0,Fatima,Dubois,Tablet, Condor Website,712151
712156,595708.0,Yuki,Nguyen,Desktop,Condor Website,712156
712156,,Carlos,Müller,Desktop,Condor App,712156
712156 ,749577.0,Fatima,Nguyen,iPhone,MOBILE APP,712156
712159,,Yuki,Schmidt,Android,Condor Website,712159
712159@,412776.0,Jamie,Smith,iphone,Call Center,712159
712164,732785.0,Alex,Müller,Desktop,Condor Website,712164
712164 ,717723.0,Yuki,Dubois,Desktop,TRAVEL AGENCY,712164
712165,106574.0,Carlos,Khan,Desktop,Mobile App,712165
712165,,Yuki,Müller,iPhone,Travel Agency,712165
712169,316585.0,Lina,Martinez,Desktop ,Condor Website,712169
712169,667374.0,Stefan,Martinez,Tablet,Condor App,712169
712171,596474.0,Omar,Nguyen,Desktop, Condor App,712171
712171,760467.0,Maya,Garcia,iPhone,Condor App,712171
712177,943315.0,Ali,Martinez,Desktop,Condor App,712177
712177,,Lina,Garcia,iPhone,Call Center,712177
712183,,Omar,Martinez,iPhone,Travel Agency,712183
712183,,Ali,Garcia, iPhone,Call Center,712183
712183@,806148.0,Carlos,Müller,Desktop,Mobile App,712183
712186,281638.0,Carlos,Tanaka,Desktop,Call Center,712186
712186,,Omar,Garcia,TABLET,Condor Website,712186
712188,488781.0,Maya,Schmidt,ANDROID,Condor App,712188
712188,879992.0,Stefan,Smith,iPhone,Condor Website,712188
712189,,Fatima,Nguyen,Android,Travel Agency,712189
712189,551910.0,Jamie,Nguyen,iPhone,MOBILE APP,712189
712189,116017.0,Alex,Tanaka,iPhone,Travel Agency,712189
712191,357446.0,Alex,Khan,Desktop,Mobile App,712191
712191,260303.0,Ali,Garcia,iPhone,Condor App,712191
712191,,Omar,Khan,Android,Call Center,712191
712194,681851.0,Maya,Garcia,Android,Condor Website,712194
712194,328574.0,Omar,Schmidt,Desktop,Call Center,712194
712195,428678.0,Maya,Dubois,iPhone,Mobile App,712195
712195!,,Fatima,Martinez,iPhone,Condor Website,712195
712198,663874.0,Stefan,Smith,iPhone,Call Center,712198
712198,382907.0,Maya,Schmidt,tablet, Mobile App,712198
712201,869725.0,Carlos,Tanaka,Android,TRAVEL AGENCY,712201
712201,207208.0,Carlos,Garcia,Tablet,CONDOR APP,712201
712205,229302.0,Carlos,Rossi,tablet,Call Center,712205
712205,159115.0,Carlos,Smith,iPhone,Travel Agency,712205
712207,124810.0,Lina,Smith, Android,Call Center,712207
712207,945487.0,Alex,Rossi,Android,Mobile App,712207
712209,,Omar,Martinez,Android,Condor App,712209
712209,,Alex,Tanaka,Desktop,CONDOR APP,712209
712209,904268.0,Alex,Nguyen,Android,Mobile App ,712209
712210,967263.0,Stefan,Tanaka,Android,Mobile App,712210
712210,186077.0,Maya,Schmidt,Desktop,Condor Website,712210
712214,258277.0,Fatima,Smith,tablet,Call Center,712214
712214,511875.0,Carlos,Schmidt,Android ,Travel Agency,712214
712224,,Jamie,Nguyen,iPhone,Call Center,712224
712224,729392.0,Fatima,Martinez,Desktop,Condor App,712224
712226,,Lina,Schmidt,Tablet,Travel Agency,712226
712226,,Yuki,Rossi,Desktop,Travel Agency,712226
712226,524093.0,Omar,Schmidt,iphone,Mobile App ,712226
712228,421903.0,Lina,Rossi,Android,Call Center,712228
712228,804004.0,Maya,Smith,iphone,Mobile App,712228
712231,,Fatima,Smith,tablet,Condor Website,712231
712231,407579.0,Ali,Nguyen,iPhone,Condor App,712231
712233,,Ali,Schmidt,Desktop,Travel Agency ,712233
712233,984338.0,Jamie,Rossi,iPhone,Mobile App,712233
712234,612320.0,Maya,Garcia,Android,Call Center,712234
712234,749888.0,Omar,Nguyen,Tablet,Mobile App,712234
712237,661492.0,Ali,Tanaka,ANDROID,Call Center,712237
712237,100206.0,Lina,Dubois,Desktop,Travel Agency,712237
712240,,Lina,Rossi,Desktop,Travel Agency,712240
712240,,Lina,Garcia,iPhone,Condor Website,712240
712241,,Maya,Müller,iPhone,Call Center ,712241
712241,952676.0,Stefan,Schmidt,Desktop,Mobile App,712241
712244,564633.0,Lina,Smith,Desktop,condor website,712244
712244,,Jamie,Rossi,Tablet ,Travel Agency,712244
712244!,717570.0,Alex,Garcia, Tablet,Call Center,712244
712246,822469.0,Lina,Garcia, iPhone,Condor App,712246
712246,503449.0,Jamie,Dubois,Desktop,Call Center,712246
712248,190935.0,Omar,Martinez,iPhone,CONDOR WEBSITE,712248
712248,836776.0,Alex,Müller,iPhone,Condor App,712248
712253,824433.0,Ali,Martinez,iPhone,Call Center,712253
712253,644739.0,Alex,Martinez,iPhone,Condor Website,712253
712254,261012.0,Stefan,Nguyen,iPhone,Mobile App,712254
712254@,326501.0,Jamie,Nguyen,iPhone,Condor App,712254
712254,,Alex,Smith, Tablet,Condor Website,712254
712258,,Ali,Martinez,Tablet,MOBILE APP,712258
712258@,,Jamie,Nguyen,iPhone,Call Center,712258
712259,901116.0,Yuki,Dubois,iPhone ,Condor Website,712259
712259!,906847.0,Lina,Dubois,Desktop,Condor App,712259
712260,798794.0,Fatima,Schmidt, iPhone,Condor Website,712260
712260@,161210.0,Ali,Schmidt,Desktop,TRAVEL AGENCY,712260
712260,325461.0,Fatima,Müller, Android,Condor App,712260
712262,,Maya,Garcia,Android,condor app,712262
712262,,Yuki,Smith,Android,Mobile App,712262
712264,728486.0,Jamie,Khan,iphone,Travel Agency,712264
712264,210342.0,Yuki,Nguyen,Desktop,Travel Agency,712264
712264,,Alex,Garcia,iphone,Condor App,712264
712266,749887.0,Omar,Khan,Android,Condor App,712266
712266,,Carlos,Smith,Desktop,Condor App ,712266
712267,,Omar,Rossi,Android,mobile app,712267
712267,,Lina,Garcia,iPhone,Travel Agency,712267
712267,,Jamie,Smith,Tablet,Condor Website,712267
712270 ,,Maya,Tanaka,Tablet,Condor Website ,712270
712270,,Jamie,Dubois,Tablet,Call Center,712270
712275!,334177.0,Ali,Martinez,Desktop,Condor App,712275
712275,,Maya,Garcia,android,Call Center,712275
712275,,Jamie,Müller,Desktop,travel agency,712275
712281,,Maya,Smith,iPhone,Mobile App ,712281
712281,521621.0,Stefan,Khan,Desktop,Travel Agency,712281
712282 ,259888.0,Fatima,Dubois,Tablet, Call Center,712282
712282,424006.0,Fatima,Nguyen,Tablet,Travel Agency,712282
712287 ,938052.0,Fatima,Nguyen,Desktop ,Travel Agency ,712287
712287,,Ali,Garcia,Android, Travel Agency,712287
712290,,Lina,Nguyen, Tablet,Condor App,712290
712290 ,,Maya,Nguyen,Tablet,Travel Agency,712290
712292,683148.0,Jamie,Martinez,iphone,Condor App,712292
712292,,Carlos,Rossi,android,Call Center,712292
712292,,Omar,Nguyen,Desktop,Condor Website,712292
712293!,536668.0,Ali,Garcia,Desktop,Condor Website,712293
712293,,Alex,Garcia,Android,Call Center,712293
712293,,Carlos,Khan, Tablet,Call Center ,712293
712294,341213.0,Ali,Rossi,Tablet,Condor App,712294
712294!,530715.0,Maya,Smith,iPhone,Call Center,712294
712295,779275.0,Jamie,Müller,DESKTOP,Call Center,712295
712295,,Lina,Schmidt,Android,Travel Agency,712295
712297,245813.0,Stefan,Nguyen,iPhone,Mobile App,712297
712297,521354.0,Maya,Müller,iPhone,Travel Agency,712297
712298,627369.0,Yuki,Martinez,Android,Call Center,712298
712298,,Fatima,Khan,iPhone,Condor Website,712298
712298,130610.0,Carlos,Smith,Android,Condor Website,712298
712299,,Lina,Tanaka,Android,Condor App,712299
712299@,,Yuki,Tanaka,iPhone,Travel Agency,712299
712299,,Omar,Rossi,Tablet,Condor Website,712299
712302,,Jamie,Martinez,iPhone,Condor App,712302
712302,931153.0,Carlos,Rossi,Desktop,Mobile App,712302
712303,674804.0,Maya,Rossi,Android,Mobile App,712303
712303@,,Maya,Schmidt,Android,MOBILE APP,712303
712307@,508741.0,Stefan,Khan,Android,mobile app,712307
712307,730836.0,Fatima,Müller,IPHONE,Call Center,712307
712308,630114.0,Jamie,Khan,iPhone,Condor Website,712308
712308@,922072.0,Fatima,Khan,iPhone,Travel Agency,712308
712309,,Alex,Garcia,Tablet,Condor Website,712309
712309,,Maya,Garcia,Tablet,Travel Agency ,712309
712311,,Yuki,Martinez,iPhone,Mobile App,712311
712311,,Yuki,Rossi,Tablet,Call Center,712311
712312,412465.0,Maya,Rossi,Android,Call Center,712312
712312,686355.0,Ali,Tanaka,iPhone,Condor Website,712312
712313,,Lina,Khan,iPhone,Mobile App,712313
712313,917475.0,Omar,Martinez,iPhone,Mobile App,712313
712313,,Fatima,Rossi,Desktop,CALL CENTER,712313
712314,,Lina,Schmidt,Android,Condor Website,712314
712314 ,973095.0,Jamie,Khan,Tablet,Call Center,712314
712314!,,Yuki,Tanaka, Android,Condor Website,712314
712317,650141.0,Stefan,Dubois,Desktop ,Mobile App,712317
712317,248575.0,Fatima,Schmidt,Tablet,Condor Website,712317
712318,629537.0,Carlos,Nguyen,Tablet,Condor App,712318
712318!,851757.0,Carlos,Schmidt,Android,Condor Website,712318
712318,873228.0,Ali,Martinez, iPhone,Condor App,712318
712319!,245862.0,Ali,Dubois,Android, Travel Agency,712319
712319,,Alex,Tanaka,Desktop,Mobile App,712319
712321,214990.0,Maya,Nguyen,Android,Call Center,712321
712321,526075.0,Omar,Smith,IPHONE,Travel Agency,712321
712322,383429.0,Ali,Schmidt, Tablet,Condor App,712322
712322,915908.0,Yuki,Müller,Tablet,CALL CENTER,712322
712324,607214.0,Jamie,Garcia,Android,Travel Agency,712324
712324,,Alex,Schmidt,iphone,Condor Website,712324
712325,861204.0,Alex,Schmidt,Android, Mobile App,712325
712325,643735.0,Stefan,Nguyen,Android,Call Center,712325
712325,534021.0,Alex,Martinez,iPhone,Condor App,712325
712327,711471.0,Alex,Smith,Android ,condor app,712327
712327,,Alex,Nguyen,Tablet, Condor App,712327
712327,489827.0,Stefan,Smith,iPhone,Travel Agency,712327
712328,196324.0,Jamie,Schmidt,Tablet ,Call Center,712328
712328,,Jamie,Khan, Android,Mobile App,712328
712329,785064.0,Lina,Khan,desktop,Mobile App,712329
712329,,Carlos,Tanaka,tablet,Travel Agency,712329
712331,896611.0,Lina,Nguyen,iPhone,Call Center,712331
712331,,Fatima,Tanaka,Desktop,condor app,712331
712332,181580.0,Ali,Smith, Tablet,CONDOR APP,712332
712332,408968.0,Jamie,Dubois,Android,Condor App,712332
712332,,Alex,Müller,iPhone,Condor App,712332
712334,,Alex,Khan,Desktop,Mobile App,712334
712334,348044.0,Stefan,Rossi,iPhone,Condor App,712334
712338,,Jamie,Schmidt,iPhone,Condor Website ,712338
712338,302580.0,Maya,Nguyen,TABLET,Condor App,712338
712343,,Maya,Rossi,Android,Mobile App,712343
712343,421066.0,Alex,Nguyen,Tablet,Call Center,712343
712346 ,163220.0,Fatima,Rossi,iPhone,Call Center,712346
712346,115957.0,Maya,Martinez, Android,travel agency,712346
712352,,Ali,Martinez,Android,CALL CENTER,712352
712352,625023.0,Jamie,Khan,iPhone,Call Center,712352
712352,940979.0,Fatima,Smith,Android ,Travel Agency,712352
712353,703418.0,Yuki,Tanaka,tablet,Mobile App,712353
712353,,Stefan,Dubois,Tablet,Condor App ,712353
712354!,,Ali,Smith,iPhone,Call Center,712354
712354,,Omar,Tanaka,iphone,Condor Website,712354
712356,975536.0,Yuki,Nguyen,Tablet,Mobile App,712356
712356,956807.0,Maya,Tanaka,Tablet,Condor App,712356
712359,803144.0,Maya,Nguyen,iPhone,Travel Agency,712359
712359!,,Jamie,Tanaka,Android,Condor Website,712359
712359,249890.0,Carlos,Khan,iPhone,Condor Website,712359
712360,111604.0,Omar,Tanaka,android,Condor App,712360
712360 ,622252.0,Fatima,Khan,Android,Condor Website,712360
712361,,Yuki,Khan,Android,Condor Website,712361
712361,,Yuki,Martinez,Android,Condor App,712361
712361,454705.0,Alex,Garcia,Desktop,Condor App,712361
712362,683365.0,Yuki,Martinez,Tablet,Call Center ,712362
712362,607737.0,Jamie,Müller,Tablet ,Mobile App,712362
712366,361783.0,Omar,Müller,Tablet,Condor App,712366
712366,,Carlos,Schmidt,Desktop,Travel Agency,712366
712367,,Fatima,Schmidt,Android,Condor Website,712367
712367,849460.0,Yuki,Tanaka,Android,Condor Website,712367
712367,629577.0,Alex,Smith,Android,Condor App,712367
712368,775758.0,Maya,Schmidt,android,Call Center ,712368
712368,,Stefan,Schmidt,Android,Mobile App,712368
712369,106172.0,Fatima,Garcia,Desktop,Travel Agency,712369
712369,,Carlos,Nguyen,Android,MOBILE APP,712369
712370,,Carlos,Müller,Desktop,mobile app,712370
712370,430399.0,Ali,Martinez,Desktop,Condor Website,712370
712371,,Ali,Khan,iphone,Condor Website,712371
712371,,Yuki,Martinez,desktop,condor app,712371
712373,808926.0,Jamie,Smith,iPhone,Condor Website,712373
712373,995593.0,Fatima,Nguyen,Tablet,Mobile App,712373
712373,639730.0,Stefan,Tanaka,iPhone,Travel Agency,712373
712376,407915.0,Maya,Müller,Tablet ,Condor Website,712376
712376,695098.0,Alex,Müller,iPhone,mobile app,712376
712378,455499.0,Lina,Garcia,Tablet,Condor Website,712378
712378,332145.0,Maya,Khan,Android,Call Center,712378
712383,,Maya,Müller,DESKTOP, Condor App,712383
712383,453211.0,Yuki,Rossi,Desktop,Mobile App,712383
712383,576623.0,Lina,Garcia,iPhone,Call Center,712383
712384@,302609.0,Ali,Dubois,Desktop ,Mobile App,712384
712384,,Omar,Schmidt,IPHONE,Mobile App ,712384
712384,,Lina,Müller, Desktop,Travel Agency,712384
712386,,Yuki,Smith,Desktop,Condor App,712386
712386,998899.0,Stefan,Martinez,iPhone,Mobile App,712386
712386,,Carlos,Garcia,iPhone,Call Center,712386
712388,787365.0,Omar,Tanaka,Tablet,Condor App,712388
712388,,Carlos,Dubois,Desktop,Call Center,712388
712392,,Ali,Tanaka,iPhone,Mobile App,712392
712392!,,Jamie,Dubois,iPhone,condor app,712392
712399,,Maya,Dubois,Android,Call Center,712399
712399,,Carlos,Rossi,Desktop,Travel Agency ,712399
712400,466444.0,Ali,Khan,Android,call center,712400
712400,,Stefan,Garcia,iPhone,Mobile App,712400
712403,,Stefan,Martinez,Tablet,Travel Agency,712403
712403,368639.0,Lina,Schmidt,Android,Condor Website,712403
712409,,Stefan,Nguyen,iPhone,Condor Website,712409
712409@,968605.0,Jamie,Smith,Android ,Travel Agency,712409
712411,,Yuki,Smith,iPhone,Condor App,712411
712411,,Alex,Dubois,Tablet,Mobile App,712411
712416,152913.0,Fatima,Smith,Desktop, Mobile App,712416
712416 ,968619.0,Alex,Dubois,Android,Call Center,712416
712416@,671738.0,Stefan,Tanaka,Android,Mobile App,712416
712422 ,183026.0,Yuki,Dubois,Android,Mobile App,712422
712422!,,Fatima,Martinez, Desktop,Condor App,712422
712422,500574.0,Fatima,Martinez,Tablet,Call Center,712422
712424,283968.0,Fatima,Tanaka,iPhone,Call Center,712424
712424,,Ali,Nguyen,Desktop,Condor Website,712424
712427,,Carlos,Khan,Desktop,Condor Website,712427
712427,,Carlos,Tanaka,Android,Condor App,712427
